Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Target ChEMBL ID,Smiles
CHEMBL504197,IC50,'=',19.19,nM,7.72,CHEMBL4822,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC4CCCCC4)cc13)N(C)S(=O)(=O)CC2.O=CO
CHEMBL4062641,IC50,'=',1800.0,nM,5.75,CHEMBL4822,OC1=C2Nc3ccccc3N=C2OC1c1c[nH]c2ccc(COc3ccccc3)cc12
CHEMBL419949,IC50,'=',5600.0,nM,5.25,CHEMBL4822,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C
CHEMBL4226730,IC50,'=',27.4,nM,7.56,CHEMBL4822,C[C@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)N=C(N)O[C@H](CF)[C@@H]1F
CHEMBL378225,IC50,'=',25.9,nM,7.59,CHEMBL4822,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
CHEMBL566223,IC50,'=',50.0,nM,7.3,CHEMBL4822,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1F
CHEMBL584926,IC50,'=',40.0,nM,7.4,CHEMBL4822,COc1ccc(C2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C
CHEMBL3939788,IC50,'=',138.0,nM,6.86,CHEMBL4822,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(CC(F)F)C1=O
CHEMBL3915238,IC50,'=',11.0,nM,7.96,CHEMBL4822,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(N)=O)C1=O
CHEMBL3891866,IC50,'=',78.6,nM,7.11,CHEMBL4822,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1[C@@]21N=C(N)N(CC2CCO2)C1=O
CHEMBL3971363,IC50,'=',3.9,nM,8.41,CHEMBL4822,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccccc3)cc1[C@]21N=C(N)N(C)C1=O
CHEMBL3640274,IC50,'=',114.0,nM,6.94,CHEMBL4822,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C)c1F
CHEMBL2437439,IC50,'=',11800.0,nM,4.93,CHEMBL4822,CN1C(=O)C[C@@](C)([C@@H]2C[C@H]2c2cccc(-c3cccnc3)c2)N=C1N.O=C(O)C(F)(F)F
CHEMBL464912,IC50,'=',18330.0,nM,4.74,CHEMBL4822,NCCCCCCNCCOc1ccc(Br)cc1NC(=O)Cc1cccc2ccccc12
CHEMBL3634125,IC50,'=',12.0,nM,7.92,CHEMBL4822,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@@H]3F)c2)cn1
CHEMBL1164612,IC50,'=',580.0,nM,6.24,CHEMBL4822,O=C(Nc1cc(-c2ccccc2)ccc1N1CCNCC1)c1cc2ccccc2oc1=O
CHEMBL1163299,IC50,'=',100000.0,nM,4.0,CHEMBL4822,CN(C)c1nc(N/N=C/c2cc(I)cc(I)c2O)nc(N2CCOCC2)n1
CHEMBL1165791,IC50,'=',27900.0,nM,4.55,CHEMBL4822,O=C(O)c1cc(-c2ccc(/C=N/Nc3nc(Nc4ccc(F)cc4)nc(N4CCCCC4)n3)o2)ccc1O
CHEMBL1164642,IC50,'=',100000.0,nM,4.0,CHEMBL4822,C[C@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccccc1
CHEMBL1164405,IC50,'=',100000.0,nM,4.0,CHEMBL4822,O=C(NCc1ccccc1)c1ccc(N2CC3CC(C2)c2cccc(=O)n2C3)c(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
CHEMBL1165526,IC50,'=',100000.0,nM,4.0,CHEMBL4822,CCCCCCc1nc2ccccc2c(=O)n1NC(O)c1c(O)c2cccc3c2n(c1=O)CCC3
CHEMBL1164841,IC50,'=',100000.0,nM,4.0,CHEMBL4822,CCc1ccc(N2C(=O)Nc3ccc(Br)cc3C2(O)C(=O)NCc2ccccc2)cc1
CHEMBL1164464,IC50,'=',100000.0,nM,4.0,CHEMBL4822,O=C(NCCc1ccc(Cl)cc1)c1ccc(Cn2c(=S)[nH]c3ccc(N4CCOCC4)cc3c2=O)cc1
CHEMBL1163649,IC50,'=',100000.0,nM,4.0,CHEMBL4822,Oc1ccc(-c2ccccc2)cc1CN1CCN(Cc2cc(-c3ccccc3)ccc2O)CC1
CHEMBL1164435,IC50,'=',100000.0,nM,4.0,CHEMBL4822,CCOc1cc(/C=N\NC(=O)COc2ccc(C)cc2)cc(I)c1O
CHEMBL1164187,IC50,'=',2200.0,nM,5.66,CHEMBL4822,Cc1ccc(C(=O)Nc2cccc(NC(=O)C[n+]3cccc(C(=O)NCCc4ccccc4)c3)c2)cc1.[Cl-]
CHEMBL454795,IC50,'=',3.0,nM,8.52,CHEMBL4822,CCCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)[C@@H](CC)C1=O
CHEMBL508095,IC50,'=',1100.0,nM,5.96,CHEMBL4822,CCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)N(C(C)C)C1=O
CHEMBL508753,IC50,'=',23.0,nM,7.64,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1C
CHEMBL399656,IC50,'=',3633.0,nM,5.44,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cnn(CC)c2)cc(N2CCCCS2(=O)=O)c1
CHEMBL490463,IC50,'=',9.0,nM,8.05,CHEMBL4822,CCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)CC1=O
CHEMBL509210,IC50,'=',3.0,nM,8.52,CHEMBL4822,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1
CHEMBL476216,IC50,'=',755.0,nM,6.12,CHEMBL4822,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(Cc3ccccc3Cl)CCN2)c1
CHEMBL491265,IC50,'=',21500.0,nM,4.67,CHEMBL4822,CCCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCN(Cc3ccccc3)C2=O)CC1=O
CHEMBL220741,IC50,'=',750.0,nM,6.12,CHEMBL4822,O=C1C[C@@H](c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)Oc2cc(O)cc(O)c21
CHEMBL1209104,IC50,'=',940.0,nM,6.03,CHEMBL4822,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCC3)c2)CCCCC1
CHEMBL1210331,IC50,'=',1300.0,nM,5.89,CHEMBL4822,CC(=O)N(c1ccccc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)c1
CHEMBL2181880,IC50,'=',26.0,nM,7.58,CHEMBL4822,CO[C@H](C)C(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2181828,IC50,'=',48.4,nM,7.32,CHEMBL4822,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccc3c(c1)OCO3)NC(=O)c1ccc(F)nc1)CC1(CCC1)O2
CHEMBL2408745,IC50,'=',1300.0,nM,5.89,CHEMBL4822,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(CC(C)(C)C(F)F)cc21
CHEMBL2408750,IC50,'=',8.0,nM,8.1,CHEMBL4822,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(CC(C)(C)C)cc21
CHEMBL2408764,IC50,'=',93.0,nM,7.03,CHEMBL4822,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(CC(C)C)cc21
CHEMBL2408755,IC50,'=',22.0,nM,7.66,CHEMBL4822,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC2(CC2)Oc2ccc(CC(C)(C)C)cc21
CHEMBL378225,IC50,'=',19.9,nM,7.7,CHEMBL4822,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
CHEMBL456228,IC50,'=',8590.0,nM,5.07,CHEMBL4822,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1
CHEMBL227053,IC50,'=',39.0,nM,7.41,CHEMBL4822,CC(C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1
CHEMBL401475,IC50,'=',18.0,nM,7.75,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCc3ccc(OC)cc32)cc(N2CCCCS2(=O)=O)c1
CHEMBL1957478,IC50,'=',44.67,nM,7.35,CHEMBL4822,COc1ccc(C2(c3ccc(F)c(-c4cccnc4)c3)N=C(N)N3CC(F)(F)CN=C32)cc1C
CHEMBL150,IC50,'=',14700.0,nM,4.83,CHEMBL4822,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CHEMBL2349471,IC50,'=',1348.0,nM,5.87,CHEMBL4822,CC1(C)Cc2ccc(-c3cncnc3)cc2[C@@]2(COC(N)=N2)C1
CHEMBL2349472,IC50,'=',23.0,nM,7.64,CHEMBL4822,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N
CHEMBL2349504,IC50,'=',34.0,nM,7.47,CHEMBL4822,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)N=C1N
CHEMBL2349492,IC50,'=',2864.0,nM,5.54,CHEMBL4822,CC(C)Oc1cccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1
CHEMBL473854,IC50,'=',63.0,nM,7.2,CHEMBL4822,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc2c1CCCO2)c1ccccc1
CHEMBL499468,IC50,'=',158.0,nM,6.8,CHEMBL4822,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N2CCCCS2(=O)=O)c1)c1ccccc1
CHEMBL211256,IC50,'=',90.0,nM,7.05,CHEMBL4822,CCOC(=O)CN1CCN(c2ccc(-c3ccccc3)cc2NC(=O)c2cccc3ccccc23)CC1
CHEMBL2370886,IC50,'=',30.0,nM,7.52,CHEMBL4822,CCC(O)[C@H](NC(=O)[C@@H](N)CCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C)[C@@H](C)CC
CHEMBL208809,IC50,'=',133.0,nM,6.88,CHEMBL4822,C[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC1CC1
CHEMBL208808,IC50,'=',52.0,nM,7.28,CHEMBL4822,CCNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1
CHEMBL3586133,IC50,'=',761.0,nM,6.12,CHEMBL4822,NC1=NC2CCC(OC(=O)c3cccc(Cl)c3)CC2CS1.O=C(O)C(F)(F)F
CHEMBL3586130,IC50,'=',1830.0,nM,5.74,CHEMBL4822,Cl.NC1=NC2CCC(NC(=O)c3cccc(Cl)c3)CC2CS1
CHEMBL2322541,IC50,'=',58900.0,nM,4.23,CHEMBL4822,NCc1ccc(CNC(=O)Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)cc1
CHEMBL2322535,IC50,'=',77100.0,nM,4.11,CHEMBL4822,CC(C(=O)NCc1ccc(CN)cc1)c1ccc(-c2ccccc2)c(F)c1
CHEMBL309438,IC50,'=',650.0,nM,6.19,CHEMBL4822,CCC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C
CHEMBL203120,IC50,'=',1000.0,nM,6.0,CHEMBL4822,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cccc2ccccc12.O=C(O)C(F)(F)F
CHEMBL200510,IC50,'=',2397.0,nM,5.62,CHEMBL4822,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCC[C@H](N)C(=O)N[C@@H](C)C(=O)N1)C(=O)NCc1ccccc1
CHEMBL3261067,IC50,'=',5.0,nM,8.3,CHEMBL4822,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1
CHEMBL202602,IC50,'=',98.0,nM,7.01,CHEMBL4822,CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)c2ccccc2)c1)S(C)(=O)=O
CHEMBL461606,IC50,'=',1400.0,nM,5.85,CHEMBL4822,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)CCC(C)C
CHEMBL398775,IC50,'=',22.0,nM,7.66,CHEMBL4822,CCCCS(=O)(=O)C[C@@H](NC(=O)COC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL3394040,IC50,'=',0.9,nM,9.05,CHEMBL4822,CC1(C)C=C(c2cc3c(cn2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)CCO1
CHEMBL3394052,IC50,'=',1.4,nM,8.85,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccccc3)cc12
CHEMBL3394057,IC50,'=',0.9,nM,9.05,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12
CHEMBL3394047,IC50,'=',22.0,nM,7.66,CHEMBL4822,CC1(C)CN(c2cc3c(cn2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)CCO1
CHEMBL3394048,IC50,'=',8.7,nM,8.06,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CCC(F)(F)CC3)cc12
CHEMBL3394057,IC50,'=',21.2,nM,7.67,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12
CHEMBL3357671,IC50,'=',56.0,nM,7.25,CHEMBL4822,C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2
CHEMBL454420,IC50,'=',62.94,nM,7.2,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCCCC2)cc(N2CCCCS2(=O)=O)c1.O=CO
CHEMBL1923706,IC50,'=',5511.0,nM,5.26,CHEMBL4822,CC(C)(C)Nc1c(-c2ccc(-c3nc4ccccc4[nH]3)cc2)nc2ccccn12
CHEMBL1923708,IC50,'=',2241.0,nM,5.65,CHEMBL4822,COc1ccc2nc(-c3ccc(-c4nc5ccccn5c4NC(C)(C)C)cc3)[nH]c2c1
CHEMBL2370121,IC50,'=',500.0,nM,6.3,CHEMBL4822,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C
CHEMBL190010,IC50,'=',60.0,nM,7.22,CHEMBL4822,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@@H]1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O
CHEMBL254485,IC50,'=',176.0,nM,6.75,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cnn(CC)c2)c(F)c(N2CCCCS2(=O)=O)c1
CHEMBL264322,IC50,'=',92.0,nM,7.04,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c(F)c(N2CCCCS2(=O)=O)c1
CHEMBL403533,IC50,'=',1450.0,nM,5.84,CHEMBL4822,CCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2)c1
CHEMBL253241,IC50,'=',1200.0,nM,5.92,CHEMBL4822,CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4cccc(F)c4)n3CC(=O)NC(=N)N)cc2)cc1
CHEMBL257871,IC50,'=',690.0,nM,6.16,CHEMBL4822,CCCc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1
CHEMBL253863,IC50,'=',1300.0,nM,5.89,CHEMBL4822,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccc(Oc2ccccc2)cc1
CHEMBL404860,IC50,'=',3000.0,nM,5.52,CHEMBL4822,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1Cl
CHEMBL449938,IC50,'=',34.0,nM,7.47,CHEMBL4822,CCn1nnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21
CHEMBL445734,IC50,'=',40.0,nM,7.4,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c(F)c(N2CCCC2=O)c1
CHEMBL399979,IC50,'=',7.0,nM,8.15,CHEMBL4822,CCCCO[C@H]1CCN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C)cc(C(=O)N(CCC)CCC)c2)C1
CHEMBL270359,IC50,'=',5.0,nM,8.3,CHEMBL4822,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccc3)CN2)c1
CHEMBL404680,IC50,'=',89.0,nM,7.05,CHEMBL4822,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](O)CN2)c1
CHEMBL256372,IC50,'=',482.0,nM,6.32,CHEMBL4822,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCCN(C)C)CCN2)c1
CHEMBL257278,IC50,'=',106.0,nM,6.97,CHEMBL4822,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCC)CCN2)c1
CHEMBL428074,IC50,'=',2000.0,nM,5.7,CHEMBL4822,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Cc3ccc(OC)cc3)CCN2)c1
CHEMBL253865,IC50,'=',360.0,nM,6.44,CHEMBL4822,O=C(N[C@@H](Cc1ccccc1)[C@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1)c1cc(=O)cc(C(=O)N2COC[C@@H]2c2ccccc2)[nH]1
CHEMBL521845,IC50,'=',110.0,nM,6.96,CHEMBL4822,Cc1ccccc1-c1cccc(CN2CCC3(CC2)C(NC2CCCCC2)=NC(=O)N3c2cccc(F)c2)c1
CHEMBL236850,IC50,'=',8300.0,nM,5.08,CHEMBL4822,NC(N)=NC(=O)Cc1c(-c2ccccc2)csc1-c1ccccc1
CHEMBL237283,IC50,'=',200.0,nM,6.7,CHEMBL4822,N/C(=N/C(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(C(=O)NCC(F)(F)F)cc1)NCCCO
CHEMBL271710,IC50,'=',114.0,nM,6.94,CHEMBL4822,CCN(Cc1ccccc1)Cc1ccc(-c2cc3ccc(OCCNC(=O)CCc4ccc(F)c(F)c4)cc3oc2=O)cc1
CHEMBL428587,IC50,'=',305.0,nM,6.52,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCCCCC(C)C)cc(N2CCCC2=O)c1
CHEMBL403429,IC50,'=',40.0,nM,7.4,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1
CHEMBL2177325,IC50,'=',2510.0,nM,5.6,CHEMBL4822,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(Cl)c3)ccc1O2
CHEMBL2177331,IC50,'=',280.0,nM,6.55,CHEMBL4822,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cc(Cl)ccc3F)ccc1O2
CHEMBL2177107,IC50,'=',4.0,nM,8.4,CHEMBL4822,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)C)cc21
CHEMBL48843,IC50,'=',50000.0,nM,4.3,CHEMBL4822,COC(=O)CCCCC(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C
CHEMBL2181881,IC50,'=',20.4,nM,7.69,CHEMBL4822,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccc3c(c1)OCO3)NC(=O)[C@@H]1CCCO1)CC1(CCC1)O2
CHEMBL2181831,IC50,'=',144.0,nM,6.84,CHEMBL4822,CC(C)C(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2181885,IC50,'=',18.2,nM,7.74,CHEMBL4822,COc1ccc(C[C@H](NC(C)=O)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1OC
CHEMBL266566,IC50,'=',2.0,nM,8.7,CHEMBL4822,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(O)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL81671,IC50,'=',82.0,nM,7.09,CHEMBL4822,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccncc1)C(C)C
CHEMBL1645523,IC50,'=',870.0,nM,6.06,CHEMBL4822,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)NCCC(=O)Nc1cccc(C(=O)O)c1
CHEMBL2171306,IC50,'=',28.0,nM,7.55,CHEMBL4822,CO[C@H](C)C(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL400916,IC50,'=',110.0,nM,6.96,CHEMBL4822,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNc2ccccc2)cc(C(=O)N[C@H](C)c2ccccc2)c1
CHEMBL273186,IC50,'=',130.0,nM,6.89,CHEMBL4822,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2CC(=O)/N=C(/N)NCCCC(=O)O)cc1
CHEMBL2172799,IC50,'=',23200.0,nM,4.63,CHEMBL4822,CCc1cccc(-c2ccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)cc2)c1
CHEMBL404369,IC50,'=',110.0,nM,6.96,CHEMBL4822,CCCCN1C[C@@H](C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccc3)CN2)[C@H](CCC)C1=O
CHEMBL402754,IC50,'=',303.0,nM,6.52,CHEMBL4822,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCc2ccccc2)CN1)[C@H]1CC(=O)N(Cc2cccs2)C1
CHEMBL255540,IC50,'=',71.0,nM,7.15,CHEMBL4822,CCCC(CCC)N1C[C@@H](C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccc3)CN2)CC1=O
CHEMBL272714,IC50,'=',1690.0,nM,5.77,CHEMBL4822,CCCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1
CHEMBL253237,IC50,'=',3800.0,nM,5.42,CHEMBL4822,CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4ccccc4Cl)n3CC(=O)NC(=N)N)cc2)cc1
CHEMBL430039,IC50,'=',1200.0,nM,5.92,CHEMBL4822,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCc2ccccc2)CN1)[C@H]1CC(=O)N(Cc2nccs2)C1
CHEMBL402374,IC50,'=',338.0,nM,6.47,CHEMBL4822,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCc2ccccc2)CN1)[C@H]1CC(=O)N(Cc2cccc(F)c2)C1
