Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Target ChEMBL ID,Smiles
CHEMBL939,IC50,'=',20000.0,nM,4.7,CHEMBL4822,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
CHEMBL2048052,IC50,'=',346.0,nM,6.46,CHEMBL4822,CCOC[C@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL1760857,IC50,'=',190.0,nM,6.72,CHEMBL4822,CCCc1cc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)ccc1O
CHEMBL501029,IC50,'=',7021.0,nM,5.15,CHEMBL4822,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCCC2CCN(Cc3ccccc3)CC2)cc([N+](=O)[O-])c1)c1ccccc1
CHEMBL583703,IC50,'=',1500.0,nM,5.82,CHEMBL4822,CO[C@@H](CNc1ccc(F)cc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1
CHEMBL1957475,IC50,'=',13.8,nM,7.86,CHEMBL4822,COc1cncc(-c2cccc(C3(c4ccc(OC(F)F)cc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1
CHEMBL2019035,IC50,'=',14400.0,nM,4.84,CHEMBL4822,COc1ccc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cc(=O)c2c1.Cl
CHEMBL301944,IC50,'=',94000.0,nM,4.03,CHEMBL4822,COc1cc(CC(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)O)C(C)C)cc(OC)c1OC
CHEMBL399862,IC50,'=',2690.0,nM,5.57,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cn2cccn2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1
CHEMBL401474,IC50,'=',62.0,nM,7.21,CHEMBL4822,CC(C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1
CHEMBL401473,IC50,'=',30.0,nM,7.52,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1
CHEMBL403268,IC50,'=',1.0,nM,9.0,CHEMBL4822,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N[C@H](C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)c1
CHEMBL252007,IC50,'=',900.0,nM,6.05,CHEMBL4822,CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4ccc(C(F)(F)F)cc4)n3CC(=O)NC(=N)N)cc2)cc1
CHEMBL252026,IC50,'=',1300.0,nM,5.89,CHEMBL4822,CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4ccc(F)cc4)n3CC(=O)NC(=N)N)cc2)cc1
CHEMBL84022,IC50,'=',220.0,nM,6.66,CHEMBL4822,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](O)CC(F)(F)F)C(=O)NCc1ccncc1
CHEMBL207083,IC50,'=',1000.0,nM,6.0,CHEMBL4822,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2NC(=O)c2cc3ccccc3oc2=O)CC1
CHEMBL192836,IC50,'=',185.0,nM,6.73,CHEMBL4822,CCCCNC(=O)[C@H](C)NC(=O)[C@@H]1CCC[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O
CHEMBL190058,IC50,'=',1820.0,nM,5.74,CHEMBL4822,CCCCNC(=O)[C@@H]1CCC[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O
CHEMBL439671,IC50,'=',3440.0,nM,5.46,CHEMBL4822,CCCCNC(=O)[C@@H](NC(=O)[C@@H]1CN(C)C[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C
CHEMBL2407491,IC50,'=',9.7,nM,8.01,CHEMBL4822,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2
CHEMBL2408741,IC50,'=',42.0,nM,7.38,CHEMBL4822,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CS(=O)(=O)Cc2ccc(CC(C)(C)C)cc21
CHEMBL2408756,IC50,'=',9.0,nM,8.05,CHEMBL4822,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(CC(C)(F)F)cc21
CHEMBL2408785,IC50,'=',258.0,nM,6.59,CHEMBL4822,CC#Cc1cncc(-c2ccc3c(c2)C2(C=C(F)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1
CHEMBL3086242,IC50,'=',14800.0,nM,4.83,CHEMBL4822,CC(C)(C)OC(=O)N1CCN(c2ccc(-c3ccccc3)c(C=O)c2NC(=O)[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc2)CC1
CHEMBL1791014,IC50,'=',260.0,nM,6.58,CHEMBL4822,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](CC(C)C)C(=O)NCc1cccc(C(=O)O)c1
CHEMBL213301,IC50,'=',20000.0,nM,4.7,CHEMBL4822,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1
CHEMBL378032,IC50,'=',1000.0,nM,6.0,CHEMBL4822,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cccc2ccccc12
CHEMBL2380459,IC50,'=',1300.0,nM,5.89,CHEMBL4822,COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1
CHEMBL2380443,IC50,'=',630.0,nM,6.2,CHEMBL4822,COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1
CHEMBL2380455,IC50,'=',400.0,nM,6.4,CHEMBL4822,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)CS2)cc1
CHEMBL311262,IC50,'=',49.0,nM,7.31,CHEMBL4822,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)(C)O
CHEMBL396830,IC50,'=',51000.0,nM,4.29,CHEMBL4822,Cn1c(N)nc(CCc2cccc(-c3ccc[nH]3)c2)cc1=O
CHEMBL235753,IC50,'=',24000.0,nM,4.62,CHEMBL4822,Cn1c(N)nc(CCc2cccc(-c3cccnc3)c2)cc1=O
CHEMBL2349499,IC50,'=',431.0,nM,6.37,CHEMBL4822,CC(C)COc1ccc2c(c1)C1(CC(C)(C)O2)N=C(N)N(C)C1=O
CHEMBL2349613,IC50,'=',94.0,nM,7.03,CHEMBL4822,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(C#N)c4)cc32)N=C1N
CHEMBL2349608,IC50,'=',501.0,nM,6.3,CHEMBL4822,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4ccns4)cc32)N=C1N
CHEMBL2349507,IC50,'=',130.0,nM,6.89,CHEMBL4822,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccnc4F)cc32)N=C1N
CHEMBL238409,IC50,'=',15000.0,nM,4.82,CHEMBL4822,C[C@@H](NC(c1cc(-c2nnc([C@](C)(N)Cc3ccc(F)cc3)o2)cc(N(C)S(C)(=O)=O)c1)C(F)(F)F)c1ccc(F)cc1
CHEMBL235645,IC50,'=',13000.0,nM,4.89,CHEMBL4822,CN(c1cc2cc(n1)N(Cc1ccccc1)CCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O
CHEMBL257587,IC50,'=',14.0,nM,7.85,CHEMBL4822,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cc(Cl)cc(Cl)c1
CHEMBL183494,IC50,'=',8.2,nM,8.09,CHEMBL4822,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(C(=O)O)c1
CHEMBL493637,IC50,'=',120.0,nM,6.92,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N2CCCCS2(=O)=O)c1.O=CO
CHEMBL255964,IC50,'=',180.0,nM,6.75,CHEMBL4822,CC(C)CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1
CHEMBL427719,IC50,'=',19.0,nM,7.72,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1
CHEMBL164,IC50,'=',2800.0,nM,5.55,CHEMBL4822,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
CHEMBL378225,IC50,'=',15.0,nM,7.82,CHEMBL4822,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
CHEMBL1791011,IC50,'=',140.0,nM,6.85,CHEMBL4822,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1cccc(C(=O)O)c1
CHEMBL254633,IC50,'=',1400.0,nM,5.85,CHEMBL4822,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCC2)cc(C(=O)N[C@H](C)c2ccccc2)c1
CHEMBL253641,IC50,'=',5.0,nM,8.3,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c(F)c(N2CCCCS2(=O)=O)c1
CHEMBL253867,IC50,'=',21.0,nM,7.68,CHEMBL4822,CCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1
CHEMBL253929,IC50,'=',620.0,nM,6.21,CHEMBL4822,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2ccc3cc[nH]c3c2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
CHEMBL398315,IC50,'=',1100.0,nM,5.96,CHEMBL4822,N=C(N)NC(=O)Cn1c(-c2ccc(Oc3ccccc3)cc2)ccc1-c1ccccc1Cl
CHEMBL400087,IC50,'=',800.0,nM,6.1,CHEMBL4822,CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4cccc(C#N)c4)n3CC(=O)NC(=N)N)cc2)cc1
CHEMBL253031,IC50,'=',1400.0,nM,5.85,CHEMBL4822,N=C(N)NC(=O)Cn1c(-c2ccc(Oc3ccccc3)cc2)ccc1-c1cccc(F)c1
CHEMBL252219,IC50,'=',1600.0,nM,5.8,CHEMBL4822,COc1ccccc1-c1ccc(-c2ccc(Oc3ccc(C(C)=O)cc3)cc2)n1CC(=O)NC(=N)N
CHEMBL252189,IC50,'=',600.0,nM,6.22,CHEMBL4822,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccc(NC(=O)c2cccc(Br)c2)cc1
CHEMBL403241,IC50,'=',2800.0,nM,5.55,CHEMBL4822,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCc2ccccc2)CN1)[C@H]1CC(=O)N(Cc2ccc(F)cc2)C1
CHEMBL271249,IC50,'=',290.0,nM,6.54,CHEMBL4822,O=C(N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCc2ccccc2)CN1)[C@H]1CC(=O)N(Cc2ccccc2)C1
CHEMBL258350,IC50,'=',3000.0,nM,5.52,CHEMBL4822,CC(C)N1C[C@@H](C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccc3)CN2)CC1=O
CHEMBL255400,IC50,'=',293.0,nM,6.53,CHEMBL4822,CCCCCN1C[C@@H](C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccc3)CN2)[C@H](Cc2ccccc2)C1=O
CHEMBL403427,IC50,'=',14.0,nM,7.85,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2(c3cccc(OC)c3)CCCCC2)cc(N2CCCC2=O)c1
CHEMBL404501,IC50,'=',600.0,nM,6.22,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCCc2ccccc2)cc(N2CCCC2=O)c1
CHEMBL252860,IC50,'=',760.0,nM,6.12,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2ccccc2)cc(N2CCCC2=O)c1
CHEMBL252263,IC50,'=',33.0,nM,7.48,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)CCCC(C)C)cc(N2CCCC2=O)c1
CHEMBL430400,IC50,'=',1120.0,nM,5.95,CHEMBL4822,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCCCCC2)cc(N2CCCC2=O)c1
CHEMBL3394226,IC50,'=',0.2,nM,9.7,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CCC(F)(F)C2)nc1F
CHEMBL3394225,IC50,'=',6.0,nM,8.22,CHEMBL4822,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CCC(F)(F)CC2)nc1F
CHEMBL271437,IC50,'=',1900.0,nM,5.72,CHEMBL4822,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N2CCCS2(=O)=O)c1)C(=O)NC1CCCCC1
CHEMBL252961,IC50,'=',1090.0,nM,5.96,CHEMBL4822,CCCN(CCC)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1
CHEMBL401338,IC50,'=',5015.0,nM,5.3,CHEMBL4822,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)NCCC(C)C)c1
CHEMBL252960,IC50,'=',3785.0,nM,5.42,CHEMBL4822,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)N2CCCCC2)c1
CHEMBL298147,IC50,'=',6000.0,nM,5.22,CHEMBL4822,CC(C)CC(NC(=O)C(O)c1cccc(Oc2ccccc2)c1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C
CHEMBL440957,IC50,'=',11.0,nM,7.96,CHEMBL4822,CCCC[C@H](N)[C@H](Cc1ccsc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1
CHEMBL247415,IC50,'=',20.0,nM,7.7,CHEMBL4822,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1
CHEMBL440957,IC50,'=',38.0,nM,7.42,CHEMBL4822,CCCC[C@H](N)[C@H](Cc1ccsc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1
CHEMBL3959813,IC50,'=',160.0,nM,6.8,CHEMBL4822,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)OCC[C@H]2CS1
CHEMBL239638,IC50,'=',3800.0,nM,5.42,CHEMBL4822,CN1C(=O)CC(C)(c2ccccc2)N=C1N
CHEMBL266531,IC50,'=',5.0,nM,8.3,CHEMBL4822,CCCCS(=O)(=O)C[C@@H](NC(=O)c1cnccc1O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL393140,IC50,'=',15.0,nM,7.82,CHEMBL4822,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1C)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1
CHEMBL438691,IC50,'=',56.0,nM,7.25,CHEMBL4822,CCS(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)COC2
CHEMBL248884,IC50,'=',12.0,nM,7.92,CHEMBL4822,C[C@]1(N)COCc2cc(cc(N(c3ccccc3)S(C)(=O)=O)c2)C(=O)N[C@@H](c2ccccc2)CCc2cccc(c2)C1
CHEMBL400530,IC50,'=',2.0,nM,8.7,CHEMBL4822,CCCN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O
CHEMBL3808441,IC50,'=',9.0,nM,8.05,CHEMBL4822,CC(C)(C)CCNC(=O)CCc1cc2cc(-c3ccccc3C#CCC3(NC(=O)c4ccc(F)cc4)CC3)ccc2nc1N
CHEMBL1821800,IC50,'=',400000.0,nM,3.4,CHEMBL4822,Nc1ccc2c(Br)cccc2n1
CHEMBL1821814,IC50,'=',3.7,nM,8.43,CHEMBL4822,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCC3CCCCC3)cc2c1
CHEMBL1821830,IC50,'=',110.0,nM,6.96,CHEMBL4822,CC(=O)c1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc2c1
CHEMBL1824135,IC50,'=',40.0,nM,7.4,CHEMBL4822,CCn1cc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1
CHEMBL1824142,IC50,'=',70.0,nM,7.16,CHEMBL4822,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2cnn(C3CCCC3)c2)N=C1N
CHEMBL3357669,IC50,'=',98.0,nM,7.01,CHEMBL4822,C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccc(C#N)c3)ccc1O2
CHEMBL3357669,IC50,'=',45.0,nM,7.35,CHEMBL4822,C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccc(C#N)c3)ccc1O2
CHEMBL3357670,IC50,'=',41.0,nM,7.39,CHEMBL4822,C[C@]12CCCO[C@@H]1[C@]1(CSC(N)=N1)c1cc(-c3cccc(C#N)c3)ccc1O2
CHEMBL3357671,IC50,'=',89.0,nM,7.05,CHEMBL4822,C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2
CHEMBL3357656,IC50,'=',12.0,nM,7.92,CHEMBL4822,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCCO[C@@H]12
CHEMBL3979124,IC50,'=',229.0,nM,6.64,CHEMBL4822,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(F)cn3)cs2)CO1
CHEMBL3672916,IC50,'=',6.4,nM,8.19,CHEMBL4822,CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O
CHEMBL1762689,IC50,'=',11290.0,nM,4.95,CHEMBL4822,COc1ccc(-c2cc(O)cc(-c3ccccc3)c2OC(C)=O)cc1
CHEMBL1762686,IC50,'=',12120.0,nM,4.92,CHEMBL4822,CC(=O)Oc1cc(-c2ccc(C(F)(F)F)cc2)c(OC(C)=O)cc1-c1ccccc1
CHEMBL84249,IC50,'=',60.0,nM,7.22,CHEMBL4822,CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](O)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)c1ccccc1)C(C)C
CHEMBL220396,IC50,'=',40000.0,nM,4.4,CHEMBL4822,COc1cncc(-c2cccc(CNc3cccnc3N)c2)c1
CHEMBL396010,IC50,'=',1900.0,nM,5.72,CHEMBL4822,CCCNC(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1
CHEMBL231542,IC50,'=',100.0,nM,7.0,CHEMBL4822,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1
CHEMBL4100768,IC50,'=',75.0,nM,7.12,CHEMBL4822,Fc1ccc(-c2cnc(-c3cccc(-c4cnc(-c5c[nH]c6cc(F)ccc56)[nH]4)c3)[nH]2)cc1
CHEMBL230349,IC50,'=',1100.0,nM,5.96,CHEMBL4822,CN(c1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(NCC2CC2)n1)S(C)(=O)=O
CHEMBL230245,IC50,'=',2.0,nM,8.7,CHEMBL4822,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CF)cc(NC[C@H]2C[C@@H]2C)n1
CHEMBL425828,IC50,'=',173.0,nM,6.76,CHEMBL4822,COC[C@H](N)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1
CHEMBL396338,IC50,'=',74.0,nM,7.13,CHEMBL4822,C[C@H]1C[C@@H]1CNc1cc(C(=O)N[C@H](CO)Cc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)n1
CHEMBL248245,IC50,'=',24.0,nM,7.62,CHEMBL4822,CCOC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(=O)(=O)C(C)C)c1
CHEMBL248223,IC50,'=',31.0,nM,7.51,CHEMBL4822,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(N(C)C[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1
CHEMBL247595,IC50,'=',13.0,nM,7.89,CHEMBL4822,CCCC[C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1
CHEMBL4091480,IC50,'=',1350.0,nM,5.87,CHEMBL4822,Cc1ccc(NCc2cc([C@]3(C)CCSC(N)=N3)c(F)cc2F)nc1
CHEMBL4084653,IC50,'=',4.0,nM,8.4,CHEMBL4822,COC[C@@H](C)NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F
CHEMBL4084170,IC50,'=',400.0,nM,6.4,CHEMBL4822,C[C@@]1(c2cc(CNCCC(F)(F)F)c(F)cc2F)CCSC(N)=N1
CHEMBL4098403,IC50,'=',18.0,nM,7.75,CHEMBL4822,C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=N1
CHEMBL474057,IC50,'=',56.0,nM,7.25,CHEMBL4822,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc2c1CCCCO2)c1ccccc1
CHEMBL464918,IC50,'=',89.0,nM,7.05,CHEMBL4822,C[C@@H](NC(=O)c1cc2c(c(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC3CC3)c1)CCCCO2)c1ccccc1
CHEMBL593979,IC50,'=',1389.95,nM,5.86,CHEMBL4822,CCCCCCN1C(=O)C(c2ccccc2)(C2CCCCC2)N=C1N
CHEMBL56002,IC50,'=',19998.62,nM,4.7,CHEMBL4822,NC1=NC(c2ccccc2)(c2ccccc2)C(=O)N1
CHEMBL3677269,IC50,'=',9.0,nM,8.05,CHEMBL4822,COc1cc(F)c2c(c1)C1(N=C(N)n3ccnc31)c1cc(-c3cccnc3F)ccc1O2
CHEMBL3650823,IC50,'=',318.0,nM,6.5,CHEMBL4822,N#Cc1cnc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)c(Cl)c1
CHEMBL3650827,IC50,'=',380.0,nM,6.42,CHEMBL4822,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)nc1
CHEMBL3650837,IC50,'=',2000.0,nM,5.7,CHEMBL4822,NC1=NC2(CO1)c1cc(-c3cccnc3)ccc1OC1(CCC1)C21COC1
CHEMBL380381,IC50,'=',6.5,nM,8.19,CHEMBL4822,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1
CHEMBL3650845,IC50,'=',30300.0,nM,4.52,CHEMBL4822,CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12COC2
CHEMBL3703225,IC50,'=',2710.0,nM,5.57,CHEMBL4822,CC#Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)ccn1
CHEMBL3703226,IC50,'=',1350.0,nM,5.87,CHEMBL4822,CC#Cc1cc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)ncn1
CHEMBL3703298,IC50,'=',1130.0,nM,5.95,CHEMBL4822,NC1=NC2(CO1)c1cc(-c3cc(Cl)cnc3F)ccc1OCC21CC1
CHEMBL3650813,IC50,'=',1450.0,nM,5.84,CHEMBL4822,CC1(C)Oc2ccc(-c3ccc4c(c3)OCO4)cc2C2(COC(N)=N2)C12COC2
CHEMBL3650838,IC50,'=',4950.0,nM,5.3,CHEMBL4822,NC1=NC2(CO1)c1cc(-c3cncc4ccccc34)ccc1OC1(CCC1)C21COC1
CHEMBL3650846,IC50,'=',41.8,nM,7.38,CHEMBL4822,CC1(C)Oc2ccc(NC(=O)c3ccc(Br)cn3)cc2[C@@]2(COC(N)=N2)C12COC2
CHEMBL3673194,IC50,'=',76.0,nM,7.12,CHEMBL4822,NC1=N[C@@]2(c3cc(CNCC(F)(F)F)c(F)cc3F)CO[C@@H](CF)C[C@H]2CS1
CHEMBL3673205,IC50,'=',150.0,nM,6.82,CHEMBL4822,C[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@@]2(c2cc(CNCC(F)(F)F)ccc2F)CO1
